Date,Adj Close
01/02/24,12.100000381469727
02/02/24,11.789999961853027
05/02/24,11.720000267028809
06/02/24,11.899999618530273
07/02/24,11.979999542236328
08/02/24,11.90999984741211
09/02/24,11.869999885559082
12/02/24,11.899999618530273
13/02/24,11.649999618530273
14/02/24,11.65999984741211
15/02/24,11.829999923706055
16/02/24,11.859999656677246
20/02/24,11.619999885559082
21/02/24,11.90999984741211
22/02/24,11.9399995803833
23/02/24,11.800000190734863
26/02/24,11.880000114440918
27/02/24,11.979999542236328
28/02/24,11.75
29/02/24,11.699999809265137
