date,price
01/03/24,2240.0
29/02/24,2290.0
28/02/24,2300.0
27/02/24,2360.0
26/02/24,2345.0
23/02/24,2330.0
22/02/24,2340.0
21/02/24,2330.0
20/02/24,2280.0
19/02/24,2270.0
16/02/24,2305.0
15/02/24,2295.0
14/02/24,2275.0
13/02/24,2275.0
12/02/24,2310.0
09/02/24,2315.0
08/02/24,2340.0
07/02/24,2365.0
06/02/24,2355.0
05/02/24,2320.0
02/02/24,2320.0
01/02/24,2345.0
