Date,Adj Close
2024-02-01,1.0
2024-02-02,-0.2916670805873878
2024-02-05,-0.583332174355327
2024-02-06,0.16666434871063984
2024-02-07,0.4999970197708308
2024-02-08,0.20833192600289152
2024-02-09,0.041665590472796055
2024-02-12,0.16666434871063984
2024-02-13,-0.8750012417621562
2024-02-14,-0.8333336644699116
2024-02-15,-0.1250007450572852
2024-02-16,-1.9868194414129903e-06
2024-02-20,-1.0
2024-02-21,0.20833192600289152
2024-02-22,0.3333306842407424
2024-02-23,-0.2499995032951432
2024-02-26,0.08333316776504063
2024-02-27,0.4999970197708308
2024-02-28,-0.45833341611748324
2024-02-29,-0.6666673289398162
